LATITUDE;LONGITUDE;ANNUAL
-33,7005;-53,549;4772
-33,7005;-53,449;4776
-33,7005;-53,349;4779
-33,7005;-53,249;4788
-33,6005;-53,549;4773
-33,6005;-53,449;4766
-33,6005;-53,349;4763
-33,6005;-53,249;4756
-33,6005;-53,149;4733
-33,5005;-53,549;4804
-33,5005;-53,449;4789
-33,5005;-53,349;4745
-33,5005;-53,249;4754
-33,5005;-53,149;4753
-33,5005;-53,049;4727
-33,5005;-52,949;4780
-33,4005;-53,549;4814
-33,4005;-53,449;4791
-33,4005;-53,349;4740
-33,4005;-53,249;4734
-33,4005;-53,149;4732
-33,4005;-53,049;4732
-33,4005;-52,949;4683
-33,4005;-52,849;4705
-33,3005;-53,549;4827
-33,3005;-53,449;4787
-33,3005;-53,349;4745
-33,3005;-53,249;4708
-33,3005;-53,149;4701
-33,3005;-53,049;4735
-33,3005;-52,949;4743
-33,3005;-52,849;4679
-33,3005;-52,749;4679
-33,2005;-53,549;4848
-33,2005;-53,449;4814
-33,2005;-53,349;4761
-33,2005;-53,249;4715
-33,2005;-53,149;4702
-33,2005;-53,049;4724
-33,2005;-52,949;4732
-33,2005;-52,849;4745
-33,2005;-52,749;4659
-33,2005;-52,649;4688
-33,1005;-53,549;4833
-33,1005;-53,449;4843
-33,1005;-53,349;4816
-33,1005;-53,249;4753
-33,1005;-53,149;4707
-33,1005;-53,049;4713
-33,1005;-52,949;4709
-33,1005;-52,849;4733
-33,1005;-52,749;4732
-33,1005;-52,649;4696
-33,1005;-52,549;4756
-33,0005;-53,449;4815
-33,0005;-53,349;4843
-33,0005;-53,249;4794
-33,0005;-53,149;4723
-33,0005;-53,049;4714
-33,0005;-52,949;4706
-33,0005;-52,849;4732
-33,0005;-52,749;4734
-33,0005;-52,649;4720
-33,0005;-52,549;4712
-32,9005;-53,349;4781
-32,9005;-53,249;4818
-32,9005;-53,149;4771
-32,9005;-53,049;4743
-32,9005;-52,949;4758
-32,9005;-52,849;4791
-32,9005;-52,749;4763
-32,9005;-52,649;4717
-32,9005;-52,549;4715
-32,9005;-52,449;4774
-32,8005;-53,149;4817
-32,8005;-53,049;4803
-32,8005;-52,949;4829
-32,8005;-52,849;4841
-32,8005;-52,749;4802
-32,8005;-52,649;4712
-32,8005;-52,549;4699
-32,8005;-52,449;4731
-32,7005;-53,149;4792
-32,7005;-53,049;4823
-32,7005;-52,949;4849
-32,7005;-52,849;4850
-32,7005;-52,749;4838
-32,7005;-52,649;4750
-32,7005;-52,549;4701
-32,7005;-52,449;4698
-32,6005;-53,449;4718
-32,6005;-53,349;4715
-32,6005;-53,249;4703
-32,6005;-53,149;4722
-32,6005;-53,049;4760
-32,6005;-52,949;4819
-32,6005;-52,849;4838
-32,6005;-52,749;4834
-32,6005;-52,649;4767
-32,6005;-52,549;4687
-32,6005;-52,449;4693
-32,6005;-52,349;4747
-32,5005;-53,549;4722
-32,5005;-53,449;4711
-32,5005;-53,349;4707
-32,5005;-53,249;4688
-32,5005;-53,149;4695
-32,5005;-53,049;4717
-32,5005;-52,949;4760
-32,5005;-52,849;4793
-32,5005;-52,749;4815
-32,5005;-52,649;4769
-32,5005;-52,549;4689
-32,5005;-52,449;4703
-32,5005;-52,349;4728
-32,4005;-53,649;4726
-32,4005;-53,549;4719
-32,4005;-53,449;4715
-32,4005;-53,349;4701
-32,4005;-53,249;4684
-32,4005;-53,149;4676
-32,4005;-53,049;4680
-32,4005;-52,949;4706
-32,4005;-52,849;4728
-32,4005;-52,749;4750
-32,4005;-52,649;4718
-32,4005;-52,549;4684
-32,4005;-52,449;4689
-32,4005;-52,349;4699
-32,3005;-53,649;4725
-32,3005;-53,549;4715
-32,3005;-53,449;4693
-32,3005;-53,349;4679
-32,3005;-53,249;4648
-32,3005;-53,149;4648
-32,3005;-53,049;4657
-32,3005;-52,949;4670
-32,3005;-52,849;4697
-32,3005;-52,749;4731
-32,3005;-52,649;4689
-32,3005;-52,549;4664
-32,3005;-52,449;4658
-32,3005;-52,349;4681
-32,3005;-52,249;4706
-32,2005;-53,749;4759
-32,2005;-53,649;4733
-32,2005;-53,549;4703
-32,2005;-53,449;4682
-32,2005;-53,349;4662
-32,2005;-53,249;4629
-32,2005;-53,149;4616
-32,2005;-53,049;4621
-32,2005;-52,949;4642
-32,2005;-52,849;4667
-32,2005;-52,749;4690
-32,2005;-52,649;4673
-32,2005;-52,549;4654
-32,2005;-52,449;4638
-32,2005;-52,349;4648
-32,2005;-52,249;4682
-32,2005;-52,149;4694
-32,2005;-52,049;4754
-32,1005;-53,849;4787
-32,1005;-53,749;4766
-32,1005;-53,649;4754
-32,1005;-53,549;4711
-32,1005;-53,449;4679
-32,1005;-53,349;4649
-32,1005;-53,249;4631
-32,1005;-53,149;4617
-32,1005;-53,049;4608
-32,1005;-52,949;4628
-32,1005;-52,849;4638
-32,1005;-52,749;4655
-32,1005;-52,649;4646
-32,1005;-52,549;4645
-32,1005;-52,449;4626
-32,1005;-52,349;4634
-32,1005;-52,249;4637
-32,1005;-52,149;4634
-32,1005;-52,049;4681
-32,1005;-51,949;4716
-32,0005;-53,949;4785
-32,0005;-53,849;4779
-32,0005;-53,749;4776
-32,0005;-53,649;4760
-32,0005;-53,549;4728
-32,0005;-53,449;4696
-32,0005;-53,349;4657
-32,0005;-53,249;4631
-32,0005;-53,149;4613
-32,0005;-53,049;4603
-32,0005;-52,949;4622
-32,0005;-52,849;4631
-32,0005;-52,749;4633
-32,0005;-52,649;4625
-32,0005;-52,549;4605
-32,0005;-52,449;4607
-32,0005;-52,349;4624
-32,0005;-52,249;4634
-32,0005;-52,149;4630
-32,0005;-52,049;4631
-32,0005;-51,949;4654
-32,0005;-51,849;4689
-31,9005;-54,149;4825
-31,9005;-54,049;4802
-31,9005;-53,949;4782
-31,9005;-53,849;4780
-31,9005;-53,749;4773
-31,9005;-53,649;4754
-31,9005;-53,549;4719
-31,9005;-53,449;4694
-31,9005;-53,349;4658
-31,9005;-53,249;4631
-31,9005;-53,149;4613
-31,9005;-53,049;4604
-31,9005;-52,949;4615
-31,9005;-52,849;4617
-31,9005;-52,749;4608
-31,9005;-52,649;4596
-31,9005;-52,549;4588
-31,9005;-52,449;4595
-31,9005;-52,349;4618
-31,9005;-52,249;4640
-31,9005;-52,149;4665
-31,9005;-52,049;4632
-31,9005;-51,949;4652
-31,9005;-51,849;4633
-31,9005;-51,749;4702
-31,8005;-54,349;4857
-31,8005;-54,249;4860
-31,8005;-54,149;4827
-31,8005;-54,049;4802
-31,8005;-53,949;4782
-31,8005;-53,849;4764
-31,8005;-53,749;4764
-31,8005;-53,649;4771
-31,8005;-53,549;4737
-31,8005;-53,449;4691
-31,8005;-53,349;4655
-31,8005;-53,249;4625
-31,8005;-53,149;4599
-31,8005;-53,049;4594
-31,8005;-52,949;4576
-31,8005;-52,849;4582
-31,8005;-52,749;4595
-31,8005;-52,649;4573
-31,8005;-52,549;4560
-31,8005;-52,449;4556
-31,8005;-52,349;4577
-31,8005;-52,249;4625
-31,8005;-52,149;4681
-31,8005;-52,049;4699
-31,8005;-51,949;4714
-31,8005;-51,849;4732
-31,8005;-51,749;4719
-31,8005;-51,649;4708
-31,8005;-51,549;4737
-31,7005;-54,449;4858
-31,7005;-54,349;4862
-31,7005;-54,249;4857
-31,7005;-54,149;4838
-31,7005;-54,049;4809
-31,7005;-53,949;4788
-31,7005;-53,849;4766
-31,7005;-53,749;4752
-31,7005;-53,649;4753
-31,7005;-53,549;4744
-31,7005;-53,449;4708
-31,7005;-53,349;4677
-31,7005;-53,249;4635
-31,7005;-53,149;4606
-31,7005;-53,049;4591
-31,7005;-52,949;4584
-31,7005;-52,849;4582
-31,7005;-52,749;4569
-31,7005;-52,649;4557
-31,7005;-52,549;4535
-31,7005;-52,449;4529
-31,7005;-52,349;4553
-31,7005;-52,249;4593
-31,7005;-52,149;4645
-31,7005;-52,049;4711
-31,7005;-51,949;4745
-31,7005;-51,849;4792
-31,7005;-51,749;4790
-31,7005;-51,649;4773
-31,7005;-51,549;4728
-31,7005;-51,449;4720
-31,7005;-51,349;4755
-31,6005;-54,449;4864
-31,6005;-54,349;4860
-31,6005;-54,249;4853
-31,6005;-54,149;4841
-31,6005;-54,049;4816
-31,6005;-53,949;4792
-31,6005;-53,849;4764
-31,6005;-53,749;4750
-31,6005;-53,649;4748
-31,6005;-53,549;4752
-31,6005;-53,449;4728
-31,6005;-53,349;4691
-31,6005;-53,249;4657
-31,6005;-53,149;4627
-31,6005;-53,049;4607
-31,6005;-52,949;4587
-31,6005;-52,849;4591
-31,6005;-52,749;4573
-31,6005;-52,649;4548
-31,6005;-52,549;4531
-31,6005;-52,449;4517
-31,6005;-52,349;4540
-31,6005;-52,249;4573
-31,6005;-52,149;4625
-31,6005;-52,049;4688
-31,6005;-51,949;4732
-31,6005;-51,849;4787
-31,6005;-51,749;4803
-31,6005;-51,649;4793
-31,6005;-51,549;4758
-31,6005;-51,449;4709
-31,6005;-51,349;4708
-31,6005;-51,249;4755
-31,5005;-54,649;4885
-31,5005;-54,549;4874
-31,5005;-54,449;4873
-31,5005;-54,349;4865
-31,5005;-54,249;4847
-31,5005;-54,149;4825
-31,5005;-54,049;4811
-31,5005;-53,949;4798
-31,5005;-53,849;4777
-31,5005;-53,749;4769
-31,5005;-53,649;4761
-31,5005;-53,549;4750
-31,5005;-53,449;4732
-31,5005;-53,349;4700
-31,5005;-53,249;4673
-31,5005;-53,149;4655
-31,5005;-53,049;4624
-31,5005;-52,949;4611
-31,5005;-52,849;4604
-31,5005;-52,749;4589
-31,5005;-52,649;4546
-31,5005;-52,549;4524
-31,5005;-52,449;4517
-31,5005;-52,349;4517
-31,5005;-52,249;4547
-31,5005;-52,149;4599
-31,5005;-52,049;4656
-31,5005;-51,949;4715
-31,5005;-51,849;4779
-31,5005;-51,749;4803
-31,5005;-51,649;4791
-31,5005;-51,549;4787
-31,5005;-51,449;4751
-31,5005;-51,349;4754
-31,5005;-51,249;4750
-31,5005;-51,149;4766
-31,4005;-54,949;4901
-31,4005;-54,849;4898
-31,4005;-54,749;4893
-31,4005;-54,649;4897
-31,4005;-54,549;4890
-31,4005;-54,449;4880
-31,4005;-54,349;4867
-31,4005;-54,249;4848
-31,4005;-54,149;4817
-31,4005;-54,049;4797
-31,4005;-53,949;4799
-31,4005;-53,849;4790
-31,4005;-53,749;4782
-31,4005;-53,649;4768
-31,4005;-53,549;4747
-31,4005;-53,449;4717
-31,4005;-53,349;4698
-31,4005;-53,249;4689
-31,4005;-53,149;4668
-31,4005;-53,049;4653
-31,4005;-52,949;4627
-31,4005;-52,849;4626
-31,4005;-52,749;4615
-31,4005;-52,649;4581
-31,4005;-52,549;4552
-31,4005;-52,449;4531
-31,4005;-52,349;4523
-31,4005;-52,249;4526
-31,4005;-52,149;4556
-31,4005;-52,049;4614
-31,4005;-51,949;4664
-31,4005;-51,849;4727
-31,4005;-51,749;4767
-31,4005;-51,649;4771
-31,4005;-51,549;4788
-31,4005;-51,449;4794
-31,4005;-51,349;4801
-31,4005;-51,249;4774
-31,4005;-51,149;4720
-31,4005;-51,049;4723
-31,3005;-55,249;4848
-31,3005;-55,149;4893
-31,3005;-55,049;4911
-31,3005;-54,949;4910
-31,3005;-54,849;4901
-31,3005;-54,749;4889
-31,3005;-54,649;4907
-31,3005;-54,549;4899
-31,3005;-54,449;4881
-31,3005;-54,349;4854
-31,3005;-54,249;4846
-31,3005;-54,149;4820
-31,3005;-54,049;4806
-31,3005;-53,949;4801
-31,3005;-53,849;4799
-31,3005;-53,749;4796
-31,3005;-53,649;4766
-31,3005;-53,549;4748
-31,3005;-53,449;4730
-31,3005;-53,349;4705
-31,3005;-53,249;4679
-31,3005;-53,149;4671
-31,3005;-53,049;4667
-31,3005;-52,949;4659
-31,3005;-52,849;4657
-31,3005;-52,749;4649
-31,3005;-52,649;4626
-31,3005;-52,549;4584
-31,3005;-52,449;4546
-31,3005;-52,349;4522
-31,3005;-52,249;4524
-31,3005;-52,149;4533
-31,3005;-52,049;4567
-31,3005;-51,949;4610
-31,3005;-51,849;4660
-31,3005;-51,749;4709
-31,3005;-51,649;4742
-31,3005;-51,549;4792
-31,3005;-51,449;4797
-31,3005;-51,349;4794
-31,3005;-51,249;4766
-31,3005;-51,149;4703
-31,3005;-51,049;4691
-31,3005;-50,949;4671
-31,2005;-55,349;4852
-31,2005;-55,249;4864
-31,2005;-55,149;4894
-31,2005;-55,049;4911
-31,2005;-54,949;4913
-31,2005;-54,849;4907
-31,2005;-54,749;4893
-31,2005;-54,649;4898
-31,2005;-54,549;4904
-31,2005;-54,449;4894
-31,2005;-54,349;4880
-31,2005;-54,249;4867
-31,2005;-54,149;4843
-31,2005;-54,049;4830
-31,2005;-53,949;4809
-31,2005;-53,849;4794
-31,2005;-53,749;4798
-31,2005;-53,649;4766
-31,2005;-53,549;4745
-31,2005;-53,449;4741
-31,2005;-53,349;4706
-31,2005;-53,249;4683
-31,2005;-53,149;4667
-31,2005;-53,049;4658
-31,2005;-52,949;4673
-31,2005;-52,849;4673
-31,2005;-52,749;4650
-31,2005;-52,649;4634
-31,2005;-52,549;4626
-31,2005;-52,449;4598
-31,2005;-52,349;4561
-31,2005;-52,249;4551
-31,2005;-52,149;4561
-31,2005;-52,049;4567
-31,2005;-51,949;4594
-31,2005;-51,849;4614
-31,2005;-51,749;4643
-31,2005;-51,649;4701
-31,2005;-51,549;4776
-31,2005;-51,449;4793
-31,2005;-51,349;4792
-31,2005;-51,249;4757
-31,2005;-51,149;4688
-31,2005;-51,049;4673
-31,2005;-50,949;4604
-31,2005;-50,849;4606
-31,1005;-56,049;5066
-31,1005;-55,949;5029
-31,1005;-55,849;4980
-31,1005;-55,349;4867
-31,1005;-55,249;4888
-31,1005;-55,149;4898
-31,1005;-55,049;4912
-31,1005;-54,949;4910
-31,1005;-54,849;4912
-31,1005;-54,749;4896
-31,1005;-54,649;4888
-31,1005;-54,549;4900
-31,1005;-54,449;4894
-31,1005;-54,349;4889
-31,1005;-54,249;4877
-31,1005;-54,149;4849
-31,1005;-54,049;4827
-31,1005;-53,949;4800
-31,1005;-53,849;4798
-31,1005;-53,749;4792
-31,1005;-53,649;4767
-31,1005;-53,549;4744
-31,1005;-53,449;4740
-31,1005;-53,349;4722
-31,1005;-53,249;4697
-31,1005;-53,149;4666
-31,1005;-53,049;4652
-31,1005;-52,949;4664
-31,1005;-52,849;4672
-31,1005;-52,749;4644
-31,1005;-52,649;4630
-31,1005;-52,549;4631
-31,1005;-52,449;4611
-31,1005;-52,349;4587
-31,1005;-52,249;4580
-31,1005;-52,149;4578
-31,1005;-52,049;4567
-31,1005;-51,949;4581
-31,1005;-51,849;4586
-31,1005;-51,749;4625
-31,1005;-51,649;4661
-31,1005;-51,549;4724
-31,1005;-51,449;4776
-31,1005;-51,349;4802
-31,1005;-51,249;4783
-31,1005;-51,149;4727
-31,1005;-51,049;4705
-31,1005;-50,949;4646
-31,1005;-50,849;4615
-31,1005;-50,749;4592
-31,0005;-56,049;5064
-31,0005;-55,949;5036
-31,0005;-55,849;5018
-31,0005;-55,749;4965
-31,0005;-55,649;4917
-31,0005;-55,449;4882
-31,0005;-55,349;4889
-31,0005;-55,249;4896
-31,0005;-55,149;4895
-31,0005;-55,049;4917
-31,0005;-54,949;4907
-31,0005;-54,849;4910
-31,0005;-54,749;4899
-31,0005;-54,649;4892
-31,0005;-54,549;4898
-31,0005;-54,449;4892
-31,0005;-54,349;4904
-31,0005;-54,249;4897
-31,0005;-54,149;4869
-31,0005;-54,049;4826
-31,0005;-53,949;4795
-31,0005;-53,849;4793
-31,0005;-53,749;4785
-31,0005;-53,649;4767
-31,0005;-53,549;4749
-31,0005;-53,449;4734
-31,0005;-53,349;4734
-31,0005;-53,249;4715
-31,0005;-53,149;4673
-31,0005;-53,049;4662
-31,0005;-52,949;4662
-31,0005;-52,849;4666
-31,0005;-52,749;4652
-31,0005;-52,649;4625
-31,0005;-52,549;4617
-31,0005;-52,449;4619
-31,0005;-52,349;4594
-31,0005;-52,249;4589
-31,0005;-52,149;4587
-31,0005;-52,049;4580
-31,0005;-51,949;4578
-31,0005;-51,849;4578
-31,0005;-51,749;4605
-31,0005;-51,649;4636
-31,0005;-51,549;4692
-31,0005;-51,449;4762
-31,0005;-51,349;4802
-31,0005;-51,249;4822
-31,0005;-51,149;4806
-31,0005;-51,049;4773
-31,0005;-50,949;4702
-31,0005;-50,849;4674
-31,0005;-50,749;4627
-31,0005;-50,649;4666
-30,9005;-56,049;5052
-30,9005;-55,949;5033
-30,9005;-55,849;5034
-30,9005;-55,749;5004
-30,9005;-55,649;4954
-30,9005;-55,549;4905
-30,9005;-55,449;4895
-30,9005;-55,349;4895
-30,9005;-55,249;4898
-30,9005;-55,149;4910
-30,9005;-55,049;4909
-30,9005;-54,949;4910
-30,9005;-54,849;4917
-30,9005;-54,749;4901
-30,9005;-54,649;4902
-30,9005;-54,549;4908
-30,9005;-54,449;4898
-30,9005;-54,349;4915
-30,9005;-54,249;4898
-30,9005;-54,149;4869
-30,9005;-54,049;4839
-30,9005;-53,949;4804
-30,9005;-53,849;4776
-30,9005;-53,749;4770
-30,9005;-53,649;4765
-30,9005;-53,549;4743
-30,9005;-53,449;4730
-30,9005;-53,349;4729
-30,9005;-53,249;4731
-30,9005;-53,149;4705
-30,9005;-53,049;4681
-30,9005;-52,949;4663
-30,9005;-52,849;4663
-30,9005;-52,749;4657
-30,9005;-52,649;4616
-30,9005;-52,549;4596
-30,9005;-52,449;4610
-30,9005;-52,349;4590
-30,9005;-52,249;4588
-30,9005;-52,149;4579
-30,9005;-52,049;4566
-30,9005;-51,949;4568
-30,9005;-51,849;4556
-30,9005;-51,749;4577
-30,9005;-51,649;4598
-30,9005;-51,549;4654
-30,9005;-51,449;4734
-30,9005;-51,349;4789
-30,9005;-51,249;4827
-30,9005;-51,149;4824
-30,9005;-51,049;4811
-30,9005;-50,949;4753
-30,9005;-50,849;4723
-30,9005;-50,749;4701
-30,9005;-50,649;4628
-30,9005;-50,549;4715
-30,8005;-56,049;5050
-30,8005;-55,949;5043
-30,8005;-55,849;5040
-30,8005;-55,749;5022
-30,8005;-55,649;4987
-30,8005;-55,549;4935
-30,8005;-55,449;4912
-30,8005;-55,349;4901
-30,8005;-55,249;4899
-30,8005;-55,149;4902
-30,8005;-55,049;4902
-30,8005;-54,949;4915
-30,8005;-54,849;4917
-30,8005;-54,749;4904
-30,8005;-54,649;4900
-30,8005;-54,549;4916
-30,8005;-54,449;4908
-30,8005;-54,349;4911
-30,8005;-54,249;4898
-30,8005;-54,149;4880
-30,8005;-54,049;4859
-30,8005;-53,949;4827
-30,8005;-53,849;4794
-30,8005;-53,749;4780
-30,8005;-53,649;4775
-30,8005;-53,549;4763
-30,8005;-53,449;4747
-30,8005;-53,349;4750
-30,8005;-53,249;4747
-30,8005;-53,149;4749
-30,8005;-53,049;4716
-30,8005;-52,949;4687
-30,8005;-52,849;4671
-30,8005;-52,749;4668
-30,8005;-52,649;4650
-30,8005;-52,549;4618
-30,8005;-52,449;4599
-30,8005;-52,349;4594
-30,8005;-52,249;4584
-30,8005;-52,149;4564
-30,8005;-52,049;4558
-30,8005;-51,949;4556
-30,8005;-51,849;4533
-30,8005;-51,749;4537
-30,8005;-51,649;4576
-30,8005;-51,549;4621
-30,8005;-51,449;4686
-30,8005;-51,349;4759
-30,8005;-51,249;4814
-30,8005;-51,149;4827
-30,8005;-51,049;4827
-30,8005;-50,949;4819
-30,8005;-50,849;4797
-30,8005;-50,749;4767
-30,8005;-50,649;4692
-30,8005;-50,549;4663
-30,7005;-56,149;5067
-30,7005;-56,049;5062
-30,7005;-55,949;5056
-30,7005;-55,849;5050
-30,7005;-55,749;5015
-30,7005;-55,649;4987
-30,7005;-55,549;4965
-30,7005;-55,449;4927
-30,7005;-55,349;4903
-30,7005;-55,249;4894
-30,7005;-55,149;4903
-30,7005;-55,049;4906
-30,7005;-54,949;4918
-30,7005;-54,849;4919
-30,7005;-54,749;4907
-30,7005;-54,649;4901
-30,7005;-54,549;4908
-30,7005;-54,449;4902
-30,7005;-54,349;4902
-30,7005;-54,249;4907
-30,7005;-54,149;4910
-30,7005;-54,049;4883
-30,7005;-53,949;4862
-30,7005;-53,849;4819
-30,7005;-53,749;4796
-30,7005;-53,649;4785
-30,7005;-53,549;4772
-30,7005;-53,449;4754
-30,7005;-53,349;4754
-30,7005;-53,249;4759
-30,7005;-53,149;4772
-30,7005;-53,049;4758
-30,7005;-52,949;4713
-30,7005;-52,849;4708
-30,7005;-52,749;4697
-30,7005;-52,649;4675
-30,7005;-52,549;4654
-30,7005;-52,449;4628
-30,7005;-52,349;4598
-30,7005;-52,249;4598
-30,7005;-52,149;4578
-30,7005;-52,049;4552
-30,7005;-51,949;4542
-30,7005;-51,849;4501
-30,7005;-51,749;4493
-30,7005;-51,649;4531
-30,7005;-51,549;4585
-30,7005;-51,449;4650
-30,7005;-51,349;4717
-30,7005;-51,249;4791
-30,7005;-51,149;4824
-30,7005;-51,049;4824
-30,7005;-50,949;4817
-30,7005;-50,849;4807
-30,7005;-50,749;4784
-30,7005;-50,649;4720
-30,7005;-50,549;4684
-30,7005;-50,449;4617
-30,6005;-56,249;5072
-30,6005;-56,149;5065
-30,6005;-56,049;5063
-30,6005;-55,949;5054
-30,6005;-55,849;5038
-30,6005;-55,749;5001
-30,6005;-55,649;5002
-30,6005;-55,549;4981
-30,6005;-55,449;4952
-30,6005;-55,349;4919
-30,6005;-55,249;4911
-30,6005;-55,149;4906
-30,6005;-55,049;4896
-30,6005;-54,949;4917
-30,6005;-54,849;4911
-30,6005;-54,749;4898
-30,6005;-54,649;4892
-30,6005;-54,549;4902
-30,6005;-54,449;4896
-30,6005;-54,349;4899
-30,6005;-54,249;4910
-30,6005;-54,149;4908
-30,6005;-54,049;4877
-30,6005;-53,949;4866
-30,6005;-53,849;4835
-30,6005;-53,749;4803
-30,6005;-53,649;4789
-30,6005;-53,549;4783
-30,6005;-53,449;4762
-30,6005;-53,349;4741
-30,6005;-53,249;4750
-30,6005;-53,149;4765
-30,6005;-53,049;4770
-30,6005;-52,949;4751
-30,6005;-52,849;4730
-30,6005;-52,749;4719
-30,6005;-52,649;4698
-30,6005;-52,549;4689
-30,6005;-52,449;4684
-30,6005;-52,349;4654
-30,6005;-52,249;4646
-30,6005;-52,149;4611
-30,6005;-52,049;4573
-30,6005;-51,949;4567
-30,6005;-51,849;4517
-30,6005;-51,749;4510
-30,6005;-51,649;4525
-30,6005;-51,549;4564
-30,6005;-51,449;4606
-30,6005;-51,349;4658
-30,6005;-51,249;4746
-30,6005;-51,149;4812
-30,6005;-51,049;4811
-30,6005;-50,949;4802
-30,6005;-50,849;4795
-30,6005;-50,749;4780
-30,6005;-50,649;4707
-30,6005;-50,549;4685
-30,6005;-50,449;4639
-30,6005;-50,349;4660
-30,5005;-56,449;5106
-30,5005;-56,349;5081
-30,5005;-56,249;5067
-30,5005;-56,149;5077
-30,5005;-56,049;5056
-30,5005;-55,949;5047
-30,5005;-55,849;5030
-30,5005;-55,749;5007
-30,5005;-55,649;5006
-30,5005;-55,549;4987
-30,5005;-55,449;4974
-30,5005;-55,349;4943
-30,5005;-55,249;4921
-30,5005;-55,149;4908
-30,5005;-55,049;4904
-30,5005;-54,949;4902
-30,5005;-54,849;4906
-30,5005;-54,749;4899
-30,5005;-54,649;4904
-30,5005;-54,549;4910
-30,5005;-54,449;4903
-30,5005;-54,349;4892
-30,5005;-54,249;4899
-30,5005;-54,149;4889
-30,5005;-54,049;4875
-30,5005;-53,949;4887
-30,5005;-53,849;4862
-30,5005;-53,749;4834
-30,5005;-53,649;4808
-30,5005;-53,549;4795
-30,5005;-53,449;4786
-30,5005;-53,349;4760
-30,5005;-53,249;4761
-30,5005;-53,149;4765
-30,5005;-53,049;4774
-30,5005;-52,949;4756
-30,5005;-52,849;4737
-30,5005;-52,749;4742
-30,5005;-52,649;4721
-30,5005;-52,549;4716
-30,5005;-52,449;4720
-30,5005;-52,349;4704
-30,5005;-52,249;4691
-30,5005;-52,149;4665
-30,5005;-52,049;4648
-30,5005;-51,949;4622
-30,5005;-51,849;4574
-30,5005;-51,749;4548
-30,5005;-51,649;4536
-30,5005;-51,549;4555
-30,5005;-51,449;4598
-30,5005;-51,349;4651
-30,5005;-51,249;4720
-30,5005;-51,149;4785
-30,5005;-51,049;4795
-30,5005;-50,949;4773
-30,5005;-50,849;4775
-30,5005;-50,749;4766
-30,5005;-50,649;4702
-30,5005;-50,549;4688
-30,5005;-50,449;4692
-30,5005;-50,349;4613
-30,4005;-56,549;5120
-30,4005;-56,449;5098
-30,4005;-56,349;5094
-30,4005;-56,249;5080
-30,4005;-56,149;5077
-30,4005;-56,049;5053
-30,4005;-55,949;5046
-30,4005;-55,849;5031
-30,4005;-55,749;5008
-30,4005;-55,649;4993
-30,4005;-55,549;4995
-30,4005;-55,449;4992
-30,4005;-55,349;4965
-30,4005;-55,249;4933
-30,4005;-55,149;4909
-30,4005;-55,049;4906
-30,4005;-54,949;4910
-30,4005;-54,849;4910
-30,4005;-54,749;4909
-30,4005;-54,649;4917
-30,4005;-54,549;4912
-30,4005;-54,449;4908
-30,4005;-54,349;4890
-30,4005;-54,249;4892
-30,4005;-54,149;4882
-30,4005;-54,049;4892
-30,4005;-53,949;4894
-30,4005;-53,849;4874
-30,4005;-53,749;4849
-30,4005;-53,649;4833
-30,4005;-53,549;4790
-30,4005;-53,449;4793
-30,4005;-53,349;4774
-30,4005;-53,249;4765
-30,4005;-53,149;4764
-30,4005;-53,049;4770
-30,4005;-52,949;4756
-30,4005;-52,849;4748
-30,4005;-52,749;4757
-30,4005;-52,649;4734
-30,4005;-52,549;4721
-30,4005;-52,449;4722
-30,4005;-52,349;4719
-30,4005;-52,249;4717
-30,4005;-52,149;4707
-30,4005;-52,049;4708
-30,4005;-51,949;4693
-30,4005;-51,849;4648
-30,4005;-51,749;4597
-30,4005;-51,649;4575
-30,4005;-51,549;4564
-30,4005;-51,449;4595
-30,4005;-51,349;4659
-30,4005;-51,249;4706
-30,4005;-51,149;4757
-30,4005;-51,049;4758
-30,4005;-50,949;4713
-30,4005;-50,849;4742
-30,4005;-50,749;4743
-30,4005;-50,649;4716
-30,4005;-50,549;4698
-30,4005;-50,449;4699
-30,4005;-50,349;4622
-30,4005;-50,249;4669
-30,3005;-57,549;5189
-30,3005;-57,449;5181
-30,3005;-57,349;5174
-30,3005;-57,249;5150
-30,3005;-57,149;5136
-30,3005;-56,649;5117
-30,3005;-56,549;5102
-30,3005;-56,449;5110
-30,3005;-56,349;5109
-30,3005;-56,249;5090
-30,3005;-56,149;5074
-30,3005;-56,049;5059
-30,3005;-55,949;5035
-30,3005;-55,849;5040
-30,3005;-55,749;5010
-30,3005;-55,649;4980
-30,3005;-55,549;5012
-30,3005;-55,449;5002
-30,3005;-55,349;4979
-30,3005;-55,249;4960
-30,3005;-55,149;4921
-30,3005;-55,049;4916
-30,3005;-54,949;4918
-30,3005;-54,849;4917
-30,3005;-54,749;4922
-30,3005;-54,649;4924
-30,3005;-54,549;4906
-30,3005;-54,449;4904
-30,3005;-54,349;4887
-30,3005;-54,249;4879
-30,3005;-54,149;4874
-30,3005;-54,049;4877
-30,3005;-53,949;4872
-30,3005;-53,849;4869
-30,3005;-53,749;4844
-30,3005;-53,649;4820
-30,3005;-53,549;4794
-30,3005;-53,449;4785
-30,3005;-53,349;4786
-30,3005;-53,249;4776
-30,3005;-53,149;4765
-30,3005;-53,049;4759
-30,3005;-52,949;4759
-30,3005;-52,849;4759
-30,3005;-52,749;4752
-30,3005;-52,649;4749
-30,3005;-52,549;4746
-30,3005;-52,449;4735
-30,3005;-52,349;4729
